,satisfaction
91154,satisfied
91155,satisfied
91156,satisfied
91157,neutral or dissatisfied
91158,satisfied
91159,neutral or dissatisfied
91160,neutral or dissatisfied
91161,neutral or dissatisfied
91162,neutral or dissatisfied
91163,neutral or dissatisfied
91164,neutral or dissatisfied
91165,neutral or dissatisfied
91166,neutral or dissatisfied
91167,neutral or dissatisfied
91168,satisfied
91169,satisfied
91170,satisfied
91171,neutral or dissatisfied
91172,satisfied
91173,neutral or dissatisfied
91174,satisfied
91175,neutral or dissatisfied
91176,neutral or dissatisfied
91177,satisfied
91178,neutral or dissatisfied
91179,satisfied
91180,neutral or dissatisfied
91181,satisfied
91182,neutral or dissatisfied
91183,satisfied
91184,satisfied
91185,neutral or dissatisfied
91186,satisfied
91187,neutral or dissatisfied
91188,satisfied
91189,satisfied
91190,neutral or dissatisfied
91191,satisfied
91192,neutral or dissatisfied
91193,satisfied
91194,neutral or dissatisfied
91195,neutral or dissatisfied
91196,satisfied
91197,satisfied
91198,satisfied
91199,neutral or dissatisfied
91200,satisfied
91201,satisfied
91202,satisfied
91203,satisfied
91204,neutral or dissatisfied
91205,neutral or dissatisfied
91206,neutral or dissatisfied
91207,satisfied
91208,satisfied
91209,neutral or dissatisfied
91210,neutral or dissatisfied
91211,neutral or dissatisfied
91212,neutral or dissatisfied
91213,satisfied
91214,neutral or dissatisfied
91215,neutral or dissatisfied
91216,satisfied
91217,neutral or dissatisfied
91218,satisfied
91219,neutral or dissatisfied
91220,satisfied
91221,neutral or dissatisfied
91222,satisfied
91223,neutral or dissatisfied
91224,neutral or dissatisfied
91225,satisfied
91226,neutral or dissatisfied
91227,neutral or dissatisfied
91228,neutral or dissatisfied
91229,neutral or dissatisfied
91230,neutral or dissatisfied
91231,satisfied
91232,satisfied
91233,satisfied
91234,neutral or dissatisfied
91235,neutral or dissatisfied
91236,neutral or dissatisfied
91237,neutral or dissatisfied
91238,satisfied
91239,neutral or dissatisfied
91240,satisfied
91241,neutral or dissatisfied
91242,satisfied
91243,neutral or dissatisfied
91244,neutral or dissatisfied
91245,neutral or dissatisfied
91246,neutral or dissatisfied
91247,neutral or dissatisfied
91248,neutral or dissatisfied
91249,neutral or dissatisfied
91250,satisfied
91251,satisfied
91252,neutral or dissatisfied
91253,satisfied
91254,satisfied
91255,satisfied
91256,neutral or dissatisfied
91257,neutral or dissatisfied
91258,neutral or dissatisfied
91259,neutral or dissatisfied
91260,satisfied
91261,satisfied
91262,satisfied
91263,neutral or dissatisfied
91264,neutral or dissatisfied
91265,neutral or dissatisfied
91266,neutral or dissatisfied
91267,satisfied
91268,neutral or dissatisfied
91269,neutral or dissatisfied
91270,satisfied
91271,neutral or dissatisfied
91272,satisfied
91273,neutral or dissatisfied
91274,satisfied
91275,satisfied
91276,satisfied
91277,neutral or dissatisfied
91278,satisfied
91279,neutral or dissatisfied
91280,neutral or dissatisfied
91281,neutral or dissatisfied
91282,neutral or dissatisfied
91283,neutral or dissatisfied
91284,satisfied
91285,neutral or dissatisfied
91286,neutral or dissatisfied
91287,neutral or dissatisfied
91288,neutral or dissatisfied
91289,satisfied
91290,neutral or dissatisfied
91291,satisfied
91292,neutral or dissatisfied
91293,satisfied
91294,neutral or dissatisfied
91295,neutral or dissatisfied
91296,neutral or dissatisfied
91297,neutral or dissatisfied
91298,satisfied
91299,satisfied
91300,neutral or dissatisfied
91301,neutral or dissatisfied
91302,neutral or dissatisfied
91303,neutral or dissatisfied
91304,satisfied
91305,satisfied
91306,neutral or dissatisfied
91307,satisfied
91308,neutral or dissatisfied
91309,neutral or dissatisfied
91310,neutral or dissatisfied
91311,neutral or dissatisfied
91312,neutral or dissatisfied
91313,neutral or dissatisfied
91314,neutral or dissatisfied
91315,neutral or dissatisfied
91316,satisfied
91317,satisfied
91318,neutral or dissatisfied
91319,neutral or dissatisfied
91320,neutral or dissatisfied
91321,satisfied
91322,neutral or dissatisfied
91323,neutral or dissatisfied
91324,satisfied
91325,neutral or dissatisfied
91326,satisfied
91327,neutral or dissatisfied
91328,neutral or dissatisfied
91329,satisfied
91330,satisfied
91331,satisfied
91332,satisfied
91333,neutral or dissatisfied
91334,neutral or dissatisfied
91335,neutral or dissatisfied
91336,satisfied
91337,satisfied
91338,satisfied
91339,neutral or dissatisfied
91340,satisfied
91341,satisfied
91342,neutral or dissatisfied
91343,neutral or dissatisfied
91344,satisfied
91345,neutral or dissatisfied
91346,neutral or dissatisfied
91347,satisfied
91348,satisfied
91349,neutral or dissatisfied
91350,satisfied
91351,neutral or dissatisfied
91352,satisfied
91353,neutral or dissatisfied
91354,neutral or dissatisfied
91355,satisfied
91356,neutral or dissatisfied
91357,neutral or dissatisfied
91358,neutral or dissatisfied
91359,neutral or dissatisfied
91360,satisfied
91361,neutral or dissatisfied
91362,neutral or dissatisfied
91363,neutral or dissatisfied
91364,neutral or dissatisfied
91365,satisfied
91366,satisfied
91367,neutral or dissatisfied
91368,satisfied
91369,neutral or dissatisfied
91370,neutral or dissatisfied
91371,neutral or dissatisfied
91372,satisfied
91373,neutral or dissatisfied
91374,satisfied
91375,satisfied
91376,satisfied
91377,satisfied
91378,neutral or dissatisfied
91379,neutral or dissatisfied
91380,neutral or dissatisfied
91381,neutral or dissatisfied
91382,satisfied
91383,neutral or dissatisfied
91384,satisfied
91385,satisfied
91386,neutral or dissatisfied
91387,satisfied
91388,satisfied
91389,neutral or dissatisfied
91390,neutral or dissatisfied
91391,satisfied
91392,neutral or dissatisfied
91393,satisfied
91394,satisfied
91395,neutral or dissatisfied
91396,neutral or dissatisfied
91397,satisfied
91398,satisfied
91399,neutral or dissatisfied
91400,neutral or dissatisfied
91401,satisfied
91402,satisfied
91403,neutral or dissatisfied
91404,satisfied
91405,neutral or dissatisfied
91406,satisfied
91407,satisfied
91408,neutral or dissatisfied
91409,neutral or dissatisfied
91410,satisfied
91411,neutral or dissatisfied
91412,neutral or dissatisfied
91413,neutral or dissatisfied
91414,satisfied
91415,neutral or dissatisfied
91416,neutral or dissatisfied
91417,satisfied
91418,satisfied
91419,neutral or dissatisfied
91420,neutral or dissatisfied
91421,satisfied
91422,satisfied
91423,satisfied
91424,neutral or dissatisfied
91425,neutral or dissatisfied
91426,neutral or dissatisfied
91427,neutral or dissatisfied
91428,neutral or dissatisfied
91429,neutral or dissatisfied
91430,satisfied
91431,neutral or dissatisfied
91432,satisfied
91433,satisfied
91434,neutral or dissatisfied
91435,satisfied
91436,satisfied
91437,neutral or dissatisfied
91438,neutral or dissatisfied
91439,satisfied
91440,neutral or dissatisfied
91441,neutral or dissatisfied
91442,satisfied
91443,neutral or dissatisfied
91444,satisfied
91445,satisfied
91446,neutral or dissatisfied
91447,satisfied
91448,neutral or dissatisfied
91449,neutral or dissatisfied
91450,neutral or dissatisfied
91451,neutral or dissatisfied
91452,neutral or dissatisfied
91453,neutral or dissatisfied
91454,neutral or dissatisfied
91455,satisfied
91456,neutral or dissatisfied
91457,neutral or dissatisfied
91458,neutral or dissatisfied
91459,neutral or dissatisfied
91460,neutral or dissatisfied
91461,neutral or dissatisfied
91462,satisfied
91463,satisfied
91464,satisfied
91465,neutral or dissatisfied
91466,satisfied
91467,satisfied
91468,neutral or dissatisfied
91469,satisfied
91470,satisfied
91471,neutral or dissatisfied
91472,neutral or dissatisfied
91473,neutral or dissatisfied
91474,neutral or dissatisfied
91475,satisfied
91476,satisfied
91477,neutral or dissatisfied
91478,neutral or dissatisfied
91479,satisfied
91480,satisfied
91481,neutral or dissatisfied
91482,satisfied
91483,satisfied
91484,satisfied
91485,neutral or dissatisfied
91486,neutral or dissatisfied
91487,neutral or dissatisfied
91488,neutral or dissatisfied
91489,satisfied
91490,satisfied
91491,neutral or dissatisfied
91492,neutral or dissatisfied
91493,satisfied
91494,satisfied
91495,satisfied
91496,neutral or dissatisfied
91497,neutral or dissatisfied
91498,neutral or dissatisfied
91499,neutral or dissatisfied
91500,satisfied
91501,neutral or dissatisfied
91502,neutral or dissatisfied
91503,neutral or dissatisfied
91504,neutral or dissatisfied
91505,satisfied
91506,neutral or dissatisfied
91507,neutral or dissatisfied
91508,neutral or dissatisfied
91509,neutral or dissatisfied
91510,neutral or dissatisfied
91511,satisfied
91512,satisfied
91513,neutral or dissatisfied
91514,neutral or dissatisfied
91515,neutral or dissatisfied
91516,satisfied
91517,neutral or dissatisfied
91518,neutral or dissatisfied
91519,satisfied
91520,neutral or dissatisfied
91521,satisfied
91522,satisfied
91523,satisfied
91524,neutral or dissatisfied
91525,neutral or dissatisfied
91526,neutral or dissatisfied
91527,neutral or dissatisfied
91528,neutral or dissatisfied
91529,satisfied
91530,neutral or dissatisfied
91531,satisfied
91532,neutral or dissatisfied
91533,neutral or dissatisfied
91534,satisfied
91535,neutral or dissatisfied
91536,satisfied
91537,neutral or dissatisfied
91538,satisfied
91539,satisfied
91540,neutral or dissatisfied
91541,neutral or dissatisfied
91542,satisfied
91543,satisfied
91544,neutral or dissatisfied
91545,neutral or dissatisfied
91546,satisfied
91547,neutral or dissatisfied
91548,neutral or dissatisfied
91549,neutral or dissatisfied
91550,neutral or dissatisfied
91551,satisfied
91552,neutral or dissatisfied
91553,neutral or dissatisfied
91554,neutral or dissatisfied
91555,neutral or dissatisfied
91556,neutral or dissatisfied
91557,neutral or dissatisfied
91558,neutral or dissatisfied
91559,satisfied
91560,neutral or dissatisfied
91561,neutral or dissatisfied
91562,neutral or dissatisfied
91563,satisfied
91564,satisfied
91565,satisfied
91566,neutral or dissatisfied
91567,neutral or dissatisfied
91568,satisfied
91569,neutral or dissatisfied
91570,neutral or dissatisfied
91571,satisfied
91572,neutral or dissatisfied
91573,neutral or dissatisfied
91574,neutral or dissatisfied
91575,satisfied
91576,neutral or dissatisfied
91577,neutral or dissatisfied
91578,neutral or dissatisfied
91579,neutral or dissatisfied
91580,satisfied
91581,satisfied
91582,neutral or dissatisfied
91583,satisfied
91584,satisfied
91585,satisfied
91586,satisfied
91587,satisfied
91588,neutral or dissatisfied
91589,neutral or dissatisfied
91590,satisfied
91591,satisfied
91592,neutral or dissatisfied
91593,satisfied
91594,neutral or dissatisfied
91595,neutral or dissatisfied
91596,satisfied
91597,satisfied
91598,neutral or dissatisfied
91599,satisfied
91600,satisfied
91601,neutral or dissatisfied
91602,neutral or dissatisfied
91603,satisfied
91604,satisfied
91605,neutral or dissatisfied
91606,neutral or dissatisfied
91607,neutral or dissatisfied
91608,neutral or dissatisfied
91609,satisfied
91610,neutral or dissatisfied
91611,neutral or dissatisfied
91612,neutral or dissatisfied
91613,neutral or dissatisfied
91614,satisfied
91615,satisfied
91616,satisfied
91617,neutral or dissatisfied
91618,satisfied
91619,satisfied
91620,neutral or dissatisfied
91621,satisfied
91622,neutral or dissatisfied
91623,neutral or dissatisfied
91624,neutral or dissatisfied
91625,satisfied
91626,neutral or dissatisfied
91627,neutral or dissatisfied
91628,neutral or dissatisfied
91629,neutral or dissatisfied
91630,satisfied
91631,neutral or dissatisfied
91632,satisfied
91633,satisfied
91634,satisfied
91635,satisfied
91636,satisfied
91637,neutral or dissatisfied
91638,satisfied
91639,neutral or dissatisfied
91640,satisfied
91641,neutral or dissatisfied
91642,satisfied
91643,satisfied
91644,neutral or dissatisfied
91645,satisfied
91646,satisfied
91647,satisfied
91648,neutral or dissatisfied
91649,satisfied
91650,neutral or dissatisfied
91651,neutral or dissatisfied
91652,satisfied
91653,satisfied
91654,neutral or dissatisfied
91655,neutral or dissatisfied
91656,satisfied
91657,satisfied
91658,neutral or dissatisfied
91659,neutral or dissatisfied
91660,neutral or dissatisfied
91661,neutral or dissatisfied
91662,satisfied
91663,neutral or dissatisfied
91664,neutral or dissatisfied
91665,satisfied
91666,satisfied
91667,satisfied
91668,neutral or dissatisfied
91669,neutral or dissatisfied
91670,satisfied
91671,neutral or dissatisfied
91672,satisfied
91673,neutral or dissatisfied
91674,neutral or dissatisfied
91675,neutral or dissatisfied
91676,neutral or dissatisfied
91677,satisfied
91678,satisfied
91679,neutral or dissatisfied
91680,neutral or dissatisfied
91681,neutral or dissatisfied
91682,neutral or dissatisfied
91683,neutral or dissatisfied
91684,satisfied
91685,satisfied
91686,satisfied
91687,satisfied
91688,satisfied
91689,neutral or dissatisfied
91690,satisfied
91691,satisfied
91692,neutral or dissatisfied
91693,neutral or dissatisfied
91694,neutral or dissatisfied
91695,satisfied
91696,neutral or dissatisfied
91697,satisfied
91698,satisfied
91699,satisfied
91700,neutral or dissatisfied
91701,neutral or dissatisfied
91702,satisfied
91703,neutral or dissatisfied
91704,satisfied
91705,satisfied
91706,satisfied
91707,neutral or dissatisfied
91708,neutral or dissatisfied
91709,neutral or dissatisfied
91710,satisfied
91711,satisfied
91712,satisfied
91713,neutral or dissatisfied
91714,satisfied
91715,satisfied
91716,satisfied
91717,neutral or dissatisfied
91718,satisfied
91719,satisfied
91720,neutral or dissatisfied
91721,neutral or dissatisfied
91722,neutral or dissatisfied
91723,satisfied
91724,neutral or dissatisfied
91725,satisfied
91726,neutral or dissatisfied
91727,neutral or dissatisfied
91728,satisfied
91729,neutral or dissatisfied
91730,neutral or dissatisfied
91731,satisfied
91732,satisfied
91733,satisfied
91734,satisfied
91735,satisfied
91736,neutral or dissatisfied
91737,satisfied
91738,satisfied
91739,neutral or dissatisfied
91740,satisfied
91741,neutral or dissatisfied
91742,neutral or dissatisfied
91743,satisfied
91744,neutral or dissatisfied
91745,satisfied
91746,satisfied
91747,neutral or dissatisfied
91748,satisfied
91749,satisfied
91750,satisfied
91751,satisfied
91752,satisfied
91753,neutral or dissatisfied
91754,neutral or dissatisfied
91755,neutral or dissatisfied
91756,neutral or dissatisfied
91757,satisfied
91758,neutral or dissatisfied
91759,neutral or dissatisfied
91760,neutral or dissatisfied
91761,satisfied
91762,satisfied
91763,neutral or dissatisfied
91764,neutral or dissatisfied
91765,satisfied
91766,satisfied
91767,satisfied
91768,neutral or dissatisfied
91769,neutral or dissatisfied
91770,satisfied
91771,satisfied
91772,neutral or dissatisfied
91773,neutral or dissatisfied
91774,satisfied
91775,neutral or dissatisfied
91776,satisfied
91777,satisfied
91778,satisfied
91779,neutral or dissatisfied
91780,neutral or dissatisfied
91781,neutral or dissatisfied
91782,neutral or dissatisfied
91783,satisfied
91784,neutral or dissatisfied
91785,neutral or dissatisfied
91786,neutral or dissatisfied
91787,satisfied
91788,neutral or dissatisfied
91789,neutral or dissatisfied
91790,neutral or dissatisfied
91791,neutral or dissatisfied
91792,neutral or dissatisfied
91793,satisfied
91794,satisfied
91795,satisfied
91796,satisfied
91797,neutral or dissatisfied
91798,neutral or dissatisfied
91799,neutral or dissatisfied
91800,satisfied
91801,satisfied
91802,neutral or dissatisfied
91803,satisfied
91804,satisfied
91805,satisfied
91806,satisfied
91807,satisfied
91808,satisfied
91809,neutral or dissatisfied
91810,satisfied
91811,satisfied
91812,satisfied
